order_id,customer_id,customer_age,customer_gender,city,restaurant_id,restaurant_name,cuisine,restaurant_rating,customer_rating,order_amount,delivery_distance_km,delivery_time_minutes,order_date,order_hour,payment_method,discount_applied,delivery_partner,is_late_delivery
104863,C04863,40,Female,Mumbai,R0229,Restaurant_128,South Indian,4.7,5.0,631,2.5,16,2024-04-24,2,UPI,10,DP001,1
104864,C04864,19,Female,Mumbai,R0390,Restaurant_276,North Indian,4.4,3.7,697,8.4,37,2024-03-12,22,Credit Card,10,DP002,0
104865,C04865,59,Male,Chennai,R0019,Restaurant_119,South Indian,4.4,3.7,694,12.5,71,2024-12-21,4,UPI,15,DP003,1
104866,C04866,51,Female,Kolkata,R0390,Restaurant_110,Desserts,4.7,4.4,631,9.5,63,2024-03-02,14,Debit Card,10,DP003,0
104867,C04867,34,Female,Bangalore,R0010,Restaurant_431,Burger,3.5,4.6,541,5.1,31,2024-06-29,4,Debit Card,0,DP004,1
104868,C04868,51,Male,Pune,R0019,Restaurant_416,Biryani,3.9,3.1,696,8.9,36,2025-11-09,15,UPI,20,DP004,0
104869,C04869,27,Female,Kolkata,R0295,Restaurant_160,Chinese,4.1,3.7,654,5.2,28,2024-08-23,17,Cash,5,DP005,1
104870,C04870,49,Female,Delhi,R0119,Restaurant_236,Biryani,3.7,4.7,620,8.7,40,2024-05-22,16,UPI,10,DP002,1
104871,C04871,29,Male,Kolkata,R0166,Restaurant_63,Desserts,3.8,3.6,496,10.8,62,2024-04-11,19,Credit Card,25,DP005,1
104872,C04872,27,Male,Chennai,R0246,Restaurant_239,Biryani,4.4,3.9,568,6.3,30,2025-10-10,12,Cash,25,DP003,0
104873,C04873,49,Female,Chennai,R0441,Restaurant_34,Chinese,3.5,4.9,603,3.6,22,2025-09-27,5,Debit Card,20,DP005,1
104874,C04874,40,Male,Delhi,R0476,Restaurant_230,Burger,3.6,4.6,437,6.0,25,2025-12-27,1,Wallet,0,DP005,0
104875,C04875,51,Male,Kolkata,R0487,Restaurant_350,Burger,3.9,3.4,599,1.2,5,2024-06-21,11,Credit Card,5,DP001,1
104876,C04876,24,Male,Delhi,R0415,Restaurant_137,Desserts,4.0,3.2,462,1.2,4,2024-11-16,20,Debit Card,25,DP001,0
104877,C04877,43,Female,Hyderabad,R0152,Restaurant_452,Burger,4.9,3.7,561,5.4,31,2024-04-22,18,Credit Card,10,DP004,0
104878,C04878,42,Female,Delhi,R0215,Restaurant_227,Burger,4.5,4.1,589,5.4,26,2025-02-18,9,Debit Card,5,DP001,0
104879,C04879,45,Female,Bangalore,R0428,Restaurant_146,North Indian,4.3,3.8,509,1.1,7,2024-01-24,4,Cash,25,DP005,1
104880,C04880,39,Female,Mumbai,R0071,Restaurant_51,North Indian,4.9,3.2,652,9.5,52,2025-01-13,3,Wallet,20,DP005,1
104881,C04881,48,Female,Mumbai,R0155,Restaurant_355,Chinese,4.2,3.9,653,5.5,27,2024-03-03,12,Credit Card,5,DP003,0
104882,C04882,19,Male,Mumbai,R0328,Restaurant_157,Pizza,4.5,3.4,575,13.8,96,2025-01-31,0,UPI,15,DP005,0
104883,C04883,24,Male,Hyderabad,R0419,Restaurant_432,Burger,3.8,4.9,642,9.3,64,2025-04-19,20,Wallet,25,DP005,0
104884,C04884,53,Female,Bangalore,R0137,Restaurant_15,North Indian,3.5,3.9,583,6.6,43,2025-05-20,11,Credit Card,20,DP001,0
104885,C04885,32,Female,Mumbai,R0473,Restaurant_131,Desserts,3.8,4.3,648,7.0,31,2024-09-14,4,Debit Card,10,DP005,0
104886,C04886,49,Female,Kolkata,R0414,Restaurant_84,North Indian,3.7,3.3,460,10.9,56,2025-06-12,16,Wallet,15,DP004,1
104887,C04887,53,Female,Pune,R0275,Restaurant_74,North Indian,4.2,4.5,631,3.9,26,2024-07-01,2,Debit Card,0,DP003,0
104888,C04888,24,Female,Mumbai,R0230,Restaurant_129,Burger,4.2,4.0,642,8.4,53,2024-10-26,21,Wallet,20,DP005,0
104889,C04889,38,Female,Pune,R0098,Restaurant_436,Desserts,4.4,4.6,579,8.7,43,2025-05-03,5,Cash,15,DP005,1
104890,C04890,40,Female,Kolkata,R0425,Restaurant_389,North Indian,5.0,3.5,609,10.4,50,2025-03-17,23,Debit Card,0,DP005,0
104891,C04891,21,Male,Bangalore,R0050,Restaurant_244,Pizza,4.9,3.1,644,13.3,76,2024-09-30,16,Credit Card,10,DP002,0
104892,C04892,36,Male,Kolkata,R0087,Restaurant_105,Biryani,4.2,3.7,695,8.4,34,2025-11-02,3,Cash,5,DP001,0
104893,C04893,40,Male,Kolkata,R0412,Restaurant_69,Burger,5.0,3.8,684,7.2,40,2024-06-13,18,Credit Card,10,DP003,1
104894,C04894,41,Female,Pune,R0478,Restaurant_114,North Indian,4.9,3.8,712,14.3,67,2024-01-07,23,Debit Card,20,DP002,1
104895,C04895,34,Male,Bangalore,R0169,Restaurant_171,Desserts,4.4,3.1,692,8.2,44,2025-05-01,12,Credit Card,20,DP001,0
104896,C04896,56,Female,Pune,R0150,Restaurant_449,Biryani,4.9,3.9,608,8.2,55,2025-06-09,7,Wallet,25,DP002,0
104897,C04897,49,Female,Pune,R0150,Restaurant_172,Desserts,4.6,3.1,476,1.7,7,2024-04-18,2,Wallet,15,DP003,1
104898,C04898,28,Female,Delhi,R0368,Restaurant_217,Chinese,3.8,4.8,461,1.3,7,2025-02-08,17,Cash,5,DP005,0
104899,C04899,37,Male,Mumbai,R0028,Restaurant_224,Pizza,4.9,3.2,539,10.7,71,2025-10-17,0,Wallet,25,DP003,0
104900,C04900,52,Female,Bangalore,R0278,Restaurant_151,Chinese,4.7,3.9,631,3.0,20,2024-04-16,21,Cash,20,DP001,0
104901,C04901,55,Male,Bangalore,R0471,Restaurant_497,North Indian,3.7,4.9,416,4.9,27,2024-01-12,6,Wallet,0,DP001,1
104902,C04902,25,Female,Chennai,R0365,Restaurant_282,Desserts,4.9,4.5,557,12.3,55,2024-10-22,11,UPI,0,DP002,1
104903,C04903,21,Male,Pune,R0419,Restaurant_294,North Indian,3.7,3.1,576,5.7,24,2025-10-10,7,Cash,25,DP005,1
104904,C04904,58,Male,Hyderabad,R0480,Restaurant_217,Chinese,4.2,3.1,754,13.7,56,2025-05-23,21,Wallet,25,DP001,0
104905,C04905,53,Female,Mumbai,R0109,Restaurant_220,Biryani,3.8,3.7,588,5.6,35,2024-04-13,4,Credit Card,10,DP002,1
104906,C04906,41,Female,Mumbai,R0175,Restaurant_413,South Indian,4.5,3.9,771,13.0,83,2025-02-15,23,Cash,15,DP001,1
104907,C04907,32,Male,Kolkata,R0372,Restaurant_299,South Indian,3.7,3.5,579,12.6,67,2024-01-24,0,Credit Card,25,DP004,1
104908,C04908,28,Female,Mumbai,R0470,Restaurant_138,North Indian,5.0,3.6,667,3.8,16,2025-03-15,6,Debit Card,10,DP002,0
104909,C04909,29,Female,Chennai,R0271,Restaurant_78,Desserts,4.4,3.0,521,2.8,18,2025-03-01,13,Credit Card,10,DP003,0
104910,C04910,30,Male,Chennai,R0423,Restaurant_466,Pizza,4.9,3.1,579,4.7,24,2025-12-01,2,Credit Card,0,DP004,0
104911,C04911,41,Female,Pune,R0131,Restaurant_409,Desserts,4.1,3.2,615,5.2,24,2024-09-24,1,Wallet,20,DP003,0
104912,C04912,18,Female,Kolkata,R0484,Restaurant_148,Biryani,4.6,3.7,639,9.5,42,2025-03-07,22,Wallet,0,DP003,1
104913,C04913,57,Male,Mumbai,R0093,Restaurant_153,Desserts,3.6,4.2,554,11.4,66,2024-10-28,17,Cash,25,DP005,0
104914,C04914,33,Male,Pune,R0292,Restaurant_181,Burger,3.7,3.6,586,10.5,62,2025-11-10,22,Credit Card,25,DP001,1
104915,C04915,23,Male,Bangalore,R0325,Restaurant_29,South Indian,4.1,4.9,628,3.8,24,2024-01-02,12,Cash,10,DP001,0
104916,C04916,23,Male,Mumbai,R0268,Restaurant_117,Chinese,4.3,3.3,674,3.7,23,2025-06-06,15,UPI,0,DP002,0
104917,C04917,18,Male,Mumbai,R0057,Restaurant_72,Desserts,3.6,4.3,611,3.5,16,2025-07-27,3,UPI,0,DP001,1
104918,C04918,23,Female,Pune,R0442,Restaurant_431,Desserts,3.8,3.6,641,9.5,48,2024-09-01,21,Cash,0,DP001,0
104919,C04919,20,Female,Hyderabad,R0094,Restaurant_94,Biryani,4.9,3.1,495,5.2,32,2024-02-16,12,Debit Card,20,DP002,1
104920,C04920,29,Female,Hyderabad,R0167,Restaurant_226,South Indian,4.7,3.1,512,9.7,63,2025-03-26,7,UPI,0,DP005,0
104921,C04921,31,Female,Chennai,R0156,Restaurant_86,Pizza,3.5,3.2,636,13.2,57,2025-01-25,15,Credit Card,20,DP003,0
104922,C04922,43,Male,Hyderabad,R0448,Restaurant_261,North Indian,3.5,3.3,524,2.4,14,2025-11-21,22,Debit Card,5,DP003,0
104923,C04923,18,Female,Chennai,R0044,Restaurant_479,Pizza,4.6,4.4,758,10.9,59,2025-06-08,8,UPI,20,DP004,0
104924,C04924,23,Male,Pune,R0478,Restaurant_110,North Indian,3.5,4.0,402,2.4,16,2024-10-02,18,Wallet,15,DP004,0
104925,C04925,35,Male,Kolkata,R0021,Restaurant_284,Biryani,4.0,4.7,617,3.1,17,2025-08-20,10,Wallet,20,DP005,0
104926,C04926,27,Female,Mumbai,R0417,Restaurant_177,Burger,4.8,3.5,633,10.9,49,2025-04-15,20,Debit Card,5,DP001,1
104927,C04927,42,Male,Bangalore,R0092,Restaurant_135,North Indian,3.6,4.6,639,12.9,67,2025-09-23,0,UPI,15,DP005,1
104928,C04928,59,Female,Delhi,R0083,Restaurant_414,South Indian,4.8,3.8,658,7.2,42,2024-09-19,15,Wallet,15,DP004,1
104929,C04929,30,Female,Delhi,R0016,Restaurant_295,South Indian,4.8,3.7,526,6.1,28,2025-05-01,14,Wallet,5,DP003,0
104930,C04930,23,Female,Delhi,R0452,Restaurant_24,Biryani,4.0,3.6,530,8.3,33,2025-07-22,1,Wallet,10,DP004,1
104931,C04931,31,Female,Bangalore,R0178,Restaurant_79,Desserts,3.9,4.0,635,4.6,29,2024-08-10,23,Cash,10,DP004,0
104932,C04932,45,Male,Delhi,R0328,Restaurant_256,Chinese,3.7,4.4,438,1.9,8,2024-11-11,23,Debit Card,15,DP002,1
104933,C04933,22,Female,Hyderabad,R0062,Restaurant_307,Biryani,3.7,4.6,703,10.9,64,2025-04-01,16,UPI,15,DP003,1
104934,C04934,25,Female,Kolkata,R0377,Restaurant_1,Pizza,4.6,4.0,646,2.8,14,2025-02-01,23,Debit Card,15,DP003,1
104935,C04935,38,Male,Bangalore,R0175,Restaurant_319,Desserts,4.1,4.0,653,10.3,62,2025-04-13,13,Cash,20,DP002,0
104936,C04936,37,Male,Chennai,R0476,Restaurant_28,Burger,4.2,4.3,560,10.0,69,2025-08-06,6,Wallet,20,DP003,1
104937,C04937,49,Female,Mumbai,R0033,Restaurant_354,Biryani,4.4,4.8,686,11.6,69,2025-12-23,14,Wallet,25,DP005,1
104938,C04938,18,Male,Bangalore,R0090,Restaurant_383,North Indian,4.3,3.5,597,11.1,47,2024-03-26,14,Wallet,15,DP001,1
104939,C04939,40,Male,Kolkata,R0229,Restaurant_44,Desserts,4.2,3.7,610,13.5,71,2024-04-18,1,Debit Card,25,DP005,1
104940,C04940,54,Female,Mumbai,R0353,Restaurant_23,Pizza,4.9,4.5,608,11.6,65,2024-11-07,19,Credit Card,20,DP003,1
104941,C04941,20,Male,Chennai,R0452,Restaurant_138,Biryani,4.0,4.0,670,10.1,62,2024-01-29,23,Debit Card,0,DP002,0
104942,C04942,24,Female,Kolkata,R0492,Restaurant_421,Desserts,4.4,4.5,619,13.9,95,2024-10-29,21,Debit Card,25,DP005,1
104943,C04943,34,Female,Kolkata,R0307,Restaurant_273,South Indian,4.6,3.2,642,12.8,57,2024-05-11,4,UPI,5,DP004,1
104944,C04944,46,Male,Chennai,R0444,Restaurant_11,Desserts,4.9,4.2,795,14.7,61,2025-03-23,5,UPI,0,DP002,0
104945,C04945,55,Female,Chennai,R0343,Restaurant_467,Burger,5.0,3.2,718,14.4,100,2025-06-28,15,Credit Card,15,DP003,0
104946,C04946,48,Female,Kolkata,R0219,Restaurant_389,North Indian,4.5,4.5,561,1.3,6,2024-01-05,23,UPI,25,DP003,0
104947,C04947,32,Female,Bangalore,R0242,Restaurant_54,Desserts,3.9,3.4,606,12.6,53,2024-04-30,5,Wallet,10,DP005,0
104948,C04948,43,Male,Bangalore,R0021,Restaurant_95,North Indian,4.2,3.9,713,11.8,71,2025-08-20,16,UPI,15,DP003,1
104949,C04949,29,Female,Chennai,R0012,Restaurant_42,South Indian,4.8,4.4,732,6.9,45,2024-04-20,17,Cash,25,DP005,0
104950,C04950,25,Male,Pune,R0012,Restaurant_298,Chinese,3.5,3.8,469,4.4,23,2024-07-23,8,Wallet,10,DP004,1
104951,C04951,46,Female,Kolkata,R0410,Restaurant_74,Pizza,4.7,4.4,666,4.0,17,2025-06-14,19,Wallet,25,DP003,0
104952,C04952,52,Male,Delhi,R0004,Restaurant_290,North Indian,4.3,4.8,718,12.1,50,2024-03-30,18,Wallet,0,DP003,1
104953,C04953,48,Female,Chennai,R0004,Restaurant_361,North Indian,4.1,3.7,652,10.7,70,2025-04-19,22,Debit Card,5,DP004,0
104954,C04954,53,Male,Pune,R0133,Restaurant_259,North Indian,4.2,3.5,512,2.7,16,2025-02-12,15,Debit Card,5,DP001,1
104955,C04955,54,Female,Hyderabad,R0367,Restaurant_364,Chinese,4.2,4.4,685,11.3,66,2025-05-20,4,Wallet,15,DP005,0
104956,C04956,56,Female,Bangalore,R0129,Restaurant_403,North Indian,3.6,4.2,618,1.5,6,2024-09-11,8,Wallet,25,DP002,0
104957,C04957,33,Male,Chennai,R0316,Restaurant_17,North Indian,4.0,4.2,485,11.4,71,2025-04-14,11,UPI,15,DP005,1
104958,C04958,19,Male,Hyderabad,R0475,Restaurant_96,Pizza,4.0,4.7,501,3.0,12,2025-01-12,2,Credit Card,25,DP003,0
104959,C04959,60,Female,Kolkata,R0418,Restaurant_271,North Indian,3.6,4.9,551,1.7,8,2025-04-17,14,Credit Card,20,DP001,1
104960,C04960,48,Male,Mumbai,R0429,Restaurant_414,North Indian,5.0,4.7,566,13.6,64,2025-11-27,4,Wallet,10,DP003,1
104961,C04961,32,Male,Mumbai,R0163,Restaurant_99,South Indian,4.4,4.4,675,6.9,39,2025-11-02,5,UPI,25,DP003,0
104962,C04962,53,Female,Bangalore,R0402,Restaurant_399,Chinese,3.5,3.9,492,10.6,70,2024-09-17,4,Cash,10,DP004,0
104963,C04963,40,Female,Chennai,R0195,Restaurant_41,Biryani,3.8,4.7,673,11.0,44,2025-07-28,6,Wallet,15,DP004,0
104964,C04964,53,Male,Hyderabad,R0355,Restaurant_411,Pizza,3.6,3.5,470,1.0,6,2024-08-16,15,Credit Card,0,DP004,0
104965,C04965,28,Male,Mumbai,R0480,Restaurant_442,North Indian,4.1,3.8,621,6.3,36,2024-05-21,4,Credit Card,25,DP005,1
104966,C04966,48,Female,Kolkata,R0054,Restaurant_185,Burger,4.7,4.7,568,5.8,33,2025-06-06,1,UPI,15,DP001,0
104967,C04967,19,Female,Chennai,R0278,Restaurant_70,North Indian,4.4,4.3,474,5.2,36,2025-09-13,2,Wallet,15,DP003,1
104968,C04968,36,Male,Kolkata,R0370,Restaurant_400,Chinese,4.2,3.2,641,1.5,7,2024-10-18,17,Credit Card,25,DP002,1
104969,C04969,19,Male,Pune,R0350,Restaurant_485,Pizza,3.8,4.2,665,9.8,67,2024-10-14,15,Credit Card,0,DP004,1
104970,C04970,32,Female,Hyderabad,R0020,Restaurant_275,Desserts,3.6,3.6,640,9.7,52,2024-07-18,13,Debit Card,20,DP001,1
104971,C04971,45,Male,Mumbai,R0144,Restaurant_270,Desserts,4.1,3.6,647,5.1,25,2025-08-03,11,Debit Card,25,DP005,0
104972,C04972,32,Male,Hyderabad,R0219,Restaurant_197,Chinese,4.7,4.7,525,9.4,63,2025-12-28,6,Wallet,5,DP005,1
104973,C04973,44,Female,Pune,R0255,Restaurant_236,Pizza,3.7,4.5,553,10.8,53,2025-10-24,14,Debit Card,10,DP005,0
104974,C04974,42,Male,Pune,R0204,Restaurant_422,Biryani,4.9,3.3,654,14.5,60,2024-01-27,16,Debit Card,5,DP003,0
104975,C04975,29,Female,Chennai,R0227,Restaurant_272,South Indian,4.8,4.7,584,11.8,72,2024-07-31,9,Wallet,10,DP005,1
104976,C04976,58,Female,Hyderabad,R0341,Restaurant_3,North Indian,5.0,3.0,745,13.8,67,2024-02-17,14,UPI,15,DP005,0
104977,C04977,22,Male,Delhi,R0189,Restaurant_423,Chinese,3.8,4.4,734,14.5,97,2025-04-28,6,Debit Card,15,DP005,1
104978,C04978,31,Female,Mumbai,R0169,Restaurant_201,North Indian,4.5,3.5,688,8.4,47,2025-05-21,10,Debit Card,10,DP001,0
104979,C04979,46,Male,Chennai,R0412,Restaurant_142,Biryani,5.0,3.8,581,6.6,27,2024-01-23,19,Credit Card,20,DP005,1
104980,C04980,24,Male,Pune,R0446,Restaurant_497,Desserts,5.0,3.5,776,11.0,54,2024-04-22,23,Credit Card,15,DP003,0
104981,C04981,35,Male,Kolkata,R0029,Restaurant_126,North Indian,4.5,5.0,584,4.0,27,2025-05-05,13,Debit Card,5,DP004,1
104982,C04982,38,Female,Mumbai,R0309,Restaurant_352,North Indian,4.3,3.8,580,13.5,54,2024-03-29,10,Credit Card,15,DP002,1
104983,C04983,22,Female,Mumbai,R0361,Restaurant_96,Desserts,3.8,3.2,617,2.6,11,2025-05-21,11,Credit Card,15,DP003,0
104984,C04984,39,Female,Hyderabad,R0255,Restaurant_333,Burger,4.7,3.6,528,8.8,55,2025-08-27,11,Debit Card,10,DP001,0
104985,C04985,50,Male,Mumbai,R0135,Restaurant_83,Desserts,4.3,4.1,454,1.2,5,2024-08-11,17,UPI,20,DP004,0
104986,C04986,45,Female,Kolkata,R0301,Restaurant_110,Burger,3.9,4.0,645,1.5,9,2024-10-29,6,Credit Card,15,DP005,0
104987,C04987,43,Female,Delhi,R0396,Restaurant_435,South Indian,4.8,3.8,617,1.5,8,2025-12-28,1,UPI,0,DP001,1
104988,C04988,32,Female,Hyderabad,R0476,Restaurant_219,South Indian,4.9,4.3,645,8.3,47,2024-02-13,16,Cash,5,DP001,0
104989,C04989,36,Female,Delhi,R0151,Restaurant_496,South Indian,4.7,4.0,725,11.3,67,2024-07-10,22,Wallet,0,DP001,0
104990,C04990,55,Male,Pune,R0341,Restaurant_378,Biryani,4.2,4.7,653,6.4,34,2024-04-27,15,Debit Card,15,DP001,1
104991,C04991,50,Male,Mumbai,R0067,Restaurant_287,Biryani,3.6,3.6,666,7.7,45,2024-02-01,17,UPI,25,DP005,1
104992,C04992,33,Male,Mumbai,R0481,Restaurant_346,Biryani,3.7,3.9,609,11.6,48,2025-08-02,1,Cash,25,DP005,1
104993,C04993,19,Male,Hyderabad,R0076,Restaurant_40,Chinese,4.1,4.8,454,5.1,34,2025-01-20,13,Cash,20,DP003,1
104994,C04994,26,Male,Chennai,R0183,Restaurant_343,Chinese,4.7,4.1,477,2.7,12,2025-09-19,0,Cash,0,DP003,1
104995,C04995,24,Female,Kolkata,R0428,Restaurant_35,Chinese,4.1,3.3,644,1.3,8,2025-02-08,7,UPI,20,DP003,1
104996,C04996,19,Male,Pune,R0186,Restaurant_355,Burger,3.7,3.8,492,13.7,58,2025-12-31,8,Wallet,25,DP004,1
104997,C04997,24,Female,Chennai,R0273,Restaurant_132,Desserts,4.5,4.1,584,1.2,8,2025-04-12,4,Wallet,10,DP002,1
104998,C04998,28,Female,Kolkata,R0143,Restaurant_340,Chinese,4.6,4.2,662,10.4,59,2024-11-18,7,UPI,0,DP003,1
104999,C04999,20,Female,Kolkata,R0390,Restaurant_86,South Indian,3.6,4.9,656,7.8,43,2025-03-18,2,UPI,10,DP001,1
105000,C00000,44,Female,Pune,R0172,Restaurant_279,South Indian,3.7,4.5,659,6.5,29,2025-02-02,16,Wallet,0,DP001,1
105001,C00001,54,Male,Kolkata,R0041,Restaurant_210,South Indian,3.7,3.6,510,5.9,37,2024-01-12,7,UPI,25,DP002,0
105002,C00002,18,Male,Hyderabad,R0196,Restaurant_6,North Indian,4.4,4.7,661,14.3,61,2025-11-07,5,Debit Card,10,DP005,1
105003,C00003,35,Male,Pune,R0470,Restaurant_181,Pizza,4.8,3.4,611,1.6,10,2025-05-09,16,UPI,20,DP004,1
105004,C00004,18,Female,Pune,R0177,Restaurant_328,Burger,4.4,3.1,635,3.5,23,2024-06-15,14,Cash,0,DP001,1
105005,C00005,48,Female,Hyderabad,R0066,Restaurant_427,Biryani,4.0,3.2,676,12.1,58,2024-12-21,1,Credit Card,0,DP002,0
105006,C00006,60,Female,Mumbai,R0245,Restaurant_427,Pizza,4.6,4.7,661,9.7,40,2024-04-04,17,UPI,5,DP005,0
105007,C00007,40,Male,Chennai,R0229,Restaurant_411,Biryani,4.6,3.3,677,14.8,83,2025-12-03,17,UPI,20,DP003,0
105008,C00008,36,Female,Bangalore,R0023,Restaurant_254,North Indian,4.4,4.6,586,7.4,42,2024-03-02,6,Wallet,10,DP002,0
105009,C00009,53,Male,Chennai,R0484,Restaurant_58,Burger,4.3,4.2,611,13.6,69,2024-01-26,5,Cash,5,DP005,0
105010,C00010,20,Female,Kolkata,R0161,Restaurant_165,Pizza,4.7,4.4,608,4.2,17,2025-12-09,19,Cash,15,DP004,0
105011,C00011,60,Female,Delhi,R0407,Restaurant_301,South Indian,4.6,4.1,672,5.0,34,2025-06-30,22,Debit Card,0,DP005,0
105012,C00012,56,Female,Delhi,R0072,Restaurant_321,Burger,4.5,4.7,635,1.3,7,2024-12-05,14,UPI,15,DP004,1
105013,C00013,33,Female,Kolkata,R0394,Restaurant_482,Burger,3.7,3.5,482,4.8,20,2024-07-12,5,Wallet,15,DP004,1
105014,C00014,41,Male,Bangalore,R0109,Restaurant_88,North Indian,4.7,4.9,687,14.2,88,2025-01-31,14,Debit Card,10,DP004,1
105015,C00015,22,Male,Hyderabad,R0062,Restaurant_406,South Indian,4.0,3.2,649,13.0,54,2025-04-06,3,Wallet,5,DP002,1
105016,C00016,52,Female,Delhi,R0013,Restaurant_426,Biryani,3.9,3.7,592,9.9,48,2025-03-10,0,Wallet,0,DP005,1
105017,C00017,51,Female,Chennai,R0398,Restaurant_259,Desserts,3.9,3.7,605,6.7,45,2024-02-02,5,Debit Card,15,DP001,1
105018,C00018,18,Female,Kolkata,R0223,Restaurant_12,Biryani,4.0,3.1,681,11.6,48,2025-02-21,13,Wallet,5,DP004,0
105019,C00019,42,Male,Delhi,R0448,Restaurant_252,Pizza,3.7,4.7,578,9.1,59,2024-09-24,20,Cash,10,DP002,1
105020,C00020,33,Male,Pune,R0188,Restaurant_478,Desserts,3.5,3.0,457,4.1,19,2025-05-10,7,Credit Card,25,DP001,1
105021,C00021,36,Female,Pune,R0253,Restaurant_487,Desserts,4.9,3.7,628,11.0,47,2025-10-02,4,Cash,25,DP001,1
105022,C00022,33,Male,Bangalore,R0115,Restaurant_469,Pizza,3.6,4.2,655,6.4,44,2024-04-13,1,UPI,15,DP002,1
105023,C00023,28,Female,Bangalore,R0248,Restaurant_374,Chinese,4.6,3.1,565,14.6,66,2024-07-26,1,Cash,25,DP003,0
105024,C00024,22,Female,Kolkata,R0193,Restaurant_369,Desserts,4.1,3.3,593,12.1,72,2025-11-06,4,UPI,5,DP005,0
105025,C00025,37,Male,Hyderabad,R0359,Restaurant_187,Burger,4.1,4.7,538,8.9,40,2024-06-18,14,Debit Card,10,DP003,1
105026,C00026,29,Male,Chennai,R0125,Restaurant_62,Burger,3.7,4.7,562,12.5,52,2024-12-07,10,Debit Card,0,DP001,0
105027,C00027,24,Male,Bangalore,R0001,Restaurant_436,Chinese,3.6,3.3,658,10.0,40,2024-01-02,23,Credit Card,5,DP004,0
105028,C00028,60,Male,Hyderabad,R0172,Restaurant_404,Biryani,4.6,4.0,633,9.8,42,2024-10-14,7,UPI,15,DP003,0
105029,C00029,48,Male,Kolkata,R0415,Restaurant_286,South Indian,4.3,3.8,650,12.7,69,2025-04-27,2,Wallet,0,DP004,1
105030,C00030,32,Female,Mumbai,R0256,Restaurant_500,North Indian,4.2,3.2,509,2.2,14,2024-08-05,15,Credit Card,15,DP003,1
105031,C00031,45,Female,Delhi,R0433,Restaurant_114,Chinese,4.0,3.6,650,4.2,23,2024-10-04,10,Debit Card,15,DP003,0
105032,C00032,49,Male,Kolkata,R0240,Restaurant_52,Biryani,5.0,3.0,548,4.8,22,2025-01-04,11,Cash,15,DP004,0
105033,C00033,53,Female,Kolkata,R0378,Restaurant_336,Desserts,4.0,3.1,603,12.7,62,2024-08-07,2,Wallet,0,DP001,1
105034,C00034,36,Male,Delhi,R0345,Restaurant_168,Chinese,3.7,4.9,548,8.9,54,2025-05-22,19,Credit Card,10,DP005,1
105035,C00035,18,Male,Pune,R0493,Restaurant_149,Chinese,4.7,4.7,724,9.0,50,2025-03-26,3,Debit Card,20,DP005,1
105036,C00036,22,Male,Chennai,R0444,Restaurant_21,Biryani,4.3,3.9,703,10.6,55,2025-02-07,21,Debit Card,5,DP002,0
105037,C00037,35,Female,Chennai,R0216,Restaurant_421,Pizza,4.0,3.8,696,10.2,58,2024-01-19,7,Credit Card,5,DP005,1
105038,C00038,59,Female,Kolkata,R0260,Restaurant_61,Burger,4.1,4.9,522,5.7,36,2024-07-26,3,Debit Card,25,DP002,1
105039,C00039,35,Male,Pune,R0223,Restaurant_187,Desserts,3.6,3.7,653,10.2,43,2024-05-11,16,UPI,25,DP004,1
105040,C00040,39,Female,Hyderabad,R0049,Restaurant_446,Pizza,3.8,3.8,683,11.1,75,2024-06-21,17,Cash,20,DP002,1
105041,C00041,48,Male,Pune,R0091,Restaurant_51,South Indian,4.9,4.0,647,1.6,8,2024-07-15,17,UPI,0,DP001,1
105042,C00042,29,Female,Pune,R0477,Restaurant_48,Biryani,3.8,3.3,496,1.4,8,2025-09-20,19,Wallet,10,DP003,0
105043,C00043,51,Female,Hyderabad,R0102,Restaurant_491,Desserts,3.5,4.2,623,11.9,80,2024-08-15,13,Credit Card,5,DP005,1
105044,C00044,27,Female,Bangalore,R0106,Restaurant_244,Pizza,4.0,4.2,589,5.1,32,2024-02-16,1,Wallet,0,DP003,1
105045,C00045,24,Female,Chennai,R0292,Restaurant_7,Burger,3.9,4.1,505,2.6,13,2024-07-31,19,Cash,5,DP002,0
105046,C00046,20,Female,Delhi,R0410,Restaurant_277,Biryani,4.7,3.5,561,11.0,57,2024-11-04,18,Credit Card,0,DP001,1
105047,C00047,42,Male,Kolkata,R0226,Restaurant_227,North Indian,3.7,3.5,531,3.3,21,2024-04-21,2,Credit Card,10,DP005,0
105048,C00048,19,Female,Mumbai,R0307,Restaurant_208,Chinese,4.4,4.8,606,8.6,45,2025-03-05,21,UPI,15,DP004,1
105049,C00049,49,Female,Mumbai,R0434,Restaurant_336,Burger,4.5,3.7,521,8.7,42,2025-12-02,11,UPI,10,DP001,0
105050,C00050,57,Female,Mumbai,R0032,Restaurant_102,South Indian,4.0,4.2,711,11.7,61,2024-03-13,21,Wallet,10,DP002,0
105051,C00051,29,Male,Kolkata,R0341,Restaurant_445,South Indian,4.6,4.5,585,11.1,68,2024-12-24,15,Wallet,0,DP003,0
105052,C00052,39,Male,Chennai,R0268,Restaurant_138,Biryani,4.3,3.7,689,14.7,87,2024-04-12,0,Wallet,0,DP002,0
105053,C00053,22,Male,Mumbai,R0123,Restaurant_476,South Indian,3.9,4.5,560,7.5,37,2024-03-23,14,Cash,10,DP005,0
